Date,Door,Device ID,Device,User Group,User,Event
2026-07-01 08:06:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-01 17:27:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-02 08:16:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-02 17:28:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-03 08:04:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-03 17:16:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-06 08:12:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-06 17:06:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-07 07:51:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-07 17:18:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-08 08:07:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-08 17:29:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-09 07:54:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-09 17:30:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-10 07:51:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-10 17:34:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-13 07:50:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-13 17:21:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-14 07:50:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-14 17:08:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-15 08:14:00,,538218382,MO 6FL MAIN DOOR IN 1,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
2026-07-15 17:35:00,,538218377,MO 6FL MAIN DOOR - OUT,OSMale,2(Tran Thi Binh),1:N authentication succeeded (Face)
